01.01.01.03.1.00507;SU.00042/2002;207
01.01.01.03.1.00508;SU.00043/2002;210
01.01.01.03.1.00509;SU.00044/2002;211
01.01.01.03.1.00510;SU.00001/2003;209
01.01.01.03.1.00511;SU.00002/2003;208
01.01.01.03.1.00512;SU.00003/2003;213
01.01.01.03.1.00513;SU.00004/2003;212
01.01.01.03.1.00514;SU.00006/2003;214
01.01.01.03.1.00515;SU.00007/2003;215
01.01.01.03.1.00516;SU.00008/2003;220
01.01.01.03.1.00517;SU.00009/2003;221
01.01.01.03.1.00518;SU.00010/2003;222
01.01.01.03.1.00519;SU.00011/2003;223
01.01.01.03.1.00520;SU.00012/2003;224
01.01.01.03.1.00521;SU.00013/2003;225
01.01.01.03.1.00522;SU.00014/2003;226
01.01.01.03.1.00523;SU.00015/2003;227
01.01.01.03.1.00524;SU.00016/2003;228
01.01.01.03.1.00525;SU.00017/2003;229
01.01.01.03.1.00526;SU.00018/2003;null
01.01.01.03.1.00527;SU.00019/2003;231
01.01.01.03.1.00528;SU.00019/2010;232
01.01.01.03.1.00529;SU.00021/2003;233
01.01.01.03.1.00530;SU.00022/2003;219
01.01.01.03.1.00531;SU.00023/2003;239
01.01.01.03.1.00532;SU.00024/2003;2954
01.01.01.03.1.00533;SU.00025/2003;238
01.01.01.03.1.00534;SU.00026/2003;237
01.01.01.03.1.00535;SU.00027/2003;244
01.01.01.03.1.00536;SU.00028/2003;245
01.01.01.03.1.00537;SU.00029/2003;246
01.01.01.03.1.00538;SU.00030/2003;247
01.01.01.03.1.00539;SU.00031/2003;248
01.01.01.03.1.00541;SU.00033/2003;234
01.01.01.03.1.00542;SU.00034/2003;235
01.01.01.03.1.00543;SU.00035/2003;236
01.01.01.03.1.00544;SU.00036/2003;240
01.01.01.03.1.00545;SU.00037/2003;2955
01.01.01.03.1.00546;SU.00038/2003;242
01.01.01.03.1.00547;SU.00039/2003;251
01.01.01.03.1.00548;SU.00040/2003;253
01.01.01.03.1.00549;SU.00041/2003;255
01.01.01.03.1.00550;SU.00042/2003;256
01.01.01.03.1.00551;SU.00043/2003;260
01.01.01.03.1.00552;SU.00044/2003;261
01.01.01.03.1.00553;SU.00045/2003;262
01.01.01.03.1.00554;SU.00046/2003;263
01.01.01.03.1.00555;SU.00047/2003;264
01.01.01.03.1.00557;SU.00050/2003;241
